# r icosphere_orders_e icosphere_orders_x icosphere_orders_v
0.000000	0.000000	0.000000	0.000000
0.151515	0.000000	2.000000	4.000000
0.303030	0.000000	0.000000	4.000000
0.454545	0.000000	0.000000	4.000000
0.606061	0.000000	0.000000	4.000000
0.757576	0.000000	0.000000	4.000000
0.909091	0.000000	0.000000	4.000000
1.060606	0.000000	0.000000	4.000000
1.212121	0.000000	0.000000	4.000000
1.363636	0.000000	0.000000	4.000000
1.515152	0.000000	0.000000	4.000000
1.666667	0.000000	0.000000	4.000000
1.818182	0.000000	0.000000	4.000000
1.969697	0.000000	0.000000	4.000000
2.121212	0.000000	0.000000	4.000000
2.272727	0.000000	0.000000	4.000000
2.424242	0.000000	0.000000	4.000000
2.575758	0.000000	0.000000	4.000000
2.727273	0.000000	0.000000	4.000000
2.878788	0.000000	0.000000	4.000000
3.030303	0.000000	0.000000	4.000000
3.181818	0.000000	0.000000	4.000000
3.333333	0.000000	0.000000	4.000000
3.484848	0.000000	0.000000	4.000000
3.636364	0.000000	0.000000	4.000000
3.787879	0.000000	0.000000	4.000000
3.939394	0.000000	0.000000	4.000000
4.090909	0.000000	0.000000	4.000000
4.242424	0.000000	0.000000	3.000000
4.393939	0.000000	0.000000	2.000000
4.545455	0.000000	0.000000	2.000000
4.696970	0.000000	0.000000	1.000000
4.848485	0.000000	0.000000	1.000000
5.000000	0.000000	0.000000	0.000000
5.151515	0.000000	0.000000	0.000000
5.303030	0.000000	0.000000	0.000000
5.454545	0.000000	0.000000	0.000000
5.606061	0.000000	0.000000	0.000000
5.757576	0.000000	0.000000	0.000000
5.909091	0.000000	0.000000	0.000000
6.060606	0.000000	0.000000	0.000000
6.212121	0.000000	0.000000	0.000000
6.363636	0.000000	0.000000	0.000000
6.515152	0.000000	0.000000	0.000000
6.666667	0.000000	0.000000	0.000000
6.818182	0.000000	0.000000	0.000000
6.969697	0.000000	0.000000	0.000000
7.121212	0.000000	0.000000	0.000000
7.272727	0.000000	0.000000	0.000000
7.424242	0.000000	0.000000	0.000000
7.575758	0.000000	0.000000	0.000000
7.727273	0.000000	0.000000	0.000000
7.878788	0.000000	0.000000	0.000000
8.030303	0.000000	0.000000	0.000000
8.181818	0.000000	0.000000	0.000000
8.333333	0.000000	0.000000	0.000000
8.484848	0.000000	0.000000	0.000000
8.636364	0.000000	0.000000	0.000000
8.787879	0.000000	0.000000	0.000000
8.939394	0.000000	0.000000	0.000000
9.090909	0.000000	0.000000	0.000000
9.242424	0.000000	0.000000	0.000000
9.393939	0.000000	0.000000	0.000000
9.545455	0.000000	0.000000	0.000000
9.696970	0.000000	0.000000	0.000000
9.848485	0.000000	0.000000	0.000000
10.000000	0.000000	0.000000	0.000000
10.151515	0.000000	0.000000	0.000000
10.303030	0.000000	0.000000	0.000000
10.454545	0.000000	0.000000	0.000000
10.606061	0.000000	0.000000	0.000000
10.757576	0.000000	0.000000	0.000000
10.909091	0.000000	0.000000	0.000000
11.060606	0.000000	0.000000	0.000000
11.212121	0.000000	0.000000	0.000000
11.363636	0.000000	0.000000	0.000000
11.515152	0.000000	0.000000	0.000000
11.666667	0.000000	0.000000	0.000000
11.818182	0.000000	0.000000	0.000000
11.969697	0.000000	0.000000	0.000000
12.121212	0.000000	0.000000	0.000000
12.272727	0.000000	0.000000	0.000000
12.424242	0.000000	0.000000	0.000000
12.575758	0.000000	0.000000	0.000000
12.727273	0.000000	0.000000	0.000000
12.878788	0.000000	0.000000	0.000000
13.030303	0.000000	0.000000	0.000000
13.181818	0.000000	0.000000	0.000000
13.333333	0.000000	0.000000	0.000000
13.484848	0.000000	0.000000	0.000000
13.636364	0.000000	0.000000	0.000000
13.787879	0.000000	0.000000	0.000000
13.939394	0.000000	0.000000	0.000000
14.090909	0.000000	0.000000	0.000000
14.242424	0.000000	0.000000	0.000000
14.393939	0.000000	0.000000	0.000000
14.545455	0.000000	0.000000	0.000000
14.696970	0.000000	0.000000	0.000000
14.848485	0.000000	0.000000	0.000000
15.000000	0.000000	0.000000	0.000000
